id;sentence;type;subject;direction;object;issue;alt_issue;source;prompttype;match_det;match_dir;match_sub;match_ob;match_issue;match_whole;issue_problems;cs_id
45;"The Department for Energy Security and Net Zero said: ""This is nonsense - families will see an average of £150 in costs off their bill this April thanks to government action which has been welcomed by Martin Lewis [the consumer finance expert] and Citizens Advice""";actor_issue;Department for Energy Security and Net Zero;opposition;NA;levies increase on gas pipelines and high?voltage electricity grid;NA;llm;baseline;1;1;1;1;0;0;1;52
45;"The Department for Energy Security and Net Zero said: ""This is nonsense - families will see an average of £150 in costs off their bill this April thanks to government action which has been welcomed by Martin Lewis [the consumer finance expert] and Citizens Advice"".";actor_issue;Department for Energy Security and Net Zero;support;NA;energy bill savings for households;NA;llm;shortened;1;1;1;1;1;1;;52
45;"The Department for Energy Security and Net Zero said: ""This is nonsense - families will see an average of £150 in costs off their bill this April thanks to government action which has been welcomed by Martin Lewis [the consumer finance expert] and Citizens Advice""";actor_issue;Department for Energy Security and Net Zero;opposition;NA;levy increase on energy bills to fund gas pipelines and the high?voltage electricity grid;NA;llm;fewshot;1;1;1;1;0;0;1;52
77;"Stern told The Times his message to the Tories, who have joined Reform UK in calling to scrap Britain's 2050 net zero target, was that renewables and green technology were ""your growth story"".";actor_issue;Lord Stern of Brentford;support;NA;renewables and green technology;NA;llm;baseline;1;1;1;1;1;1;1;54
77;"Stern told The Times his message to the Tories, who have joined Reform UK in calling to scrap Britain's 2050 net zero target, was that renewables and green technology were ""your growth story"".";actor_issue;Lord Stern of Brentford;support;NA;renewables and green technology;NA;llm;baseline;1;1;1;1;1;1;1;54
77;"Stern told The Times his message to the Tories, who have joined Reform UK in calling to scrap Britain's 2050 net zero target, was that renewables and green technology were ""your growth story"".";actor_issue;Lord Stern of Brentford;support;NA;renewables and green technology;NA;llm;baseline;1;1;1;1;1;1;1;54
77;"Stern told The Times his message to the Tories, who have joined Reform UK in calling to scrap Britain's 2050 net zero target, was that renewables and green technology were ""your growth story"".";actor_issue;Lord Stern of Brentford;support;NA;renewables and green technology;NA;llm;baseline;1;1;1;1;1;1;1;54
77;"Stern told The Times his message to the Tories, who have joined Reform UK in calling to scrap Britain's 2050 net zero target, was that renewables and green technology were ""your growth story"".";actor-actor;Lord Stern of Brentford;support;Conservative Party;NA;NA;llm;baseline;1;0;1;1;1;0;;56
77;"Stern told The Times his message to the Tories, who have joined Reform UK in calling to scrap Britain's 2050 net zero target, was that renewables and green technology were ""your growth story"".";actor-actor;Lord Stern of Brentford;support;Conservative Party;NA;NA;llm;baseline;1;0;1;1;1;0;;56
77;"Stern told The Times his message to the Tories, who have joined Reform UK in calling to scrap Britain's 2050 net zero target, was that renewables and green technology were ""your growth story"".";actor-actor;Lord Stern of Brentford;support;Conservative Party;net zero target;NA;llm;shortened;1;0;1;1;0;0;;56
77;"Stern told The Times his message to the Tories, who have joined Reform UK in calling to scrap Britain's 2050 net zero target, was that renewables and green technology were ""your growth story"".";actor-actor;Lord Stern of Brentford;support;Conservative Party;renewables and green technology as a growth story;NA;llm;fewshot;1;0;1;1;0;0;1;56
77;"Stern told The Times his message to the Tories, who have joined Reform UK in calling to scrap Britain's 2050 net zero target, was that renewables and green technology were ""your growth story"".";actor-actor;Conservative Party;support;Reform UK;scrap Britain's 2050 net zero target;NA;llm;fewshot;1;1;1;1;1;1;1;57
84;Tackling the climate emergency is the key issue that could turn the tide against hard-right populists across the world, the UK’s energy secretary has said.;actor_issue;UK energy secretary;support;NA;climate emergency;NA;llm;fewshot;1;1;0;1;1;0;;58
39;That has been the experience of tens of thousands of households after what MPs have condemned as the “catastrophic failure” of the energy company obligation (Eco) insulation programme run by the last Conservative government, the results of which have only recently been uncovered.;actor_issue;MPs;opposition;NA;catastrophic failure of the energy company obligation (Eco) insulation programme;NA;llm;baseline;1;1;1;0;0;0;;59
39;That has been the experience of tens of thousands of households after what MPs have condemned as the “catastrophic failure” of the energy company obligation (Eco) insulation programme run by the last Conservative government, the results of which have only recently been uncovered.;actor_issue;MPs;opposition;NA;government-run insulation scheme;NA;llm;shortened;1;1;1;0;1;0;1;59
39;That has been the experience of tens of thousands of households after what MPs have condemned as the “catastrophic failure” of the energy company obligation (Eco) insulation programme run by the last Conservative government, the results of which have only recently been uncovered.;actor-actor;MPs;opposition;Energy Company Obligation (ECO) insulation programme;catastrophic failure of the ECO insulation scheme;NA;llm;fewshot;1;1;1;0;0;0;;59
71;"The Labour government has appeared to share its predecessors' enthusiasm, describing hydrogen as ""essential to achieve the government's clean energy superpower and growth missions"".";actor_issue;Labour Party;support;NA;hydrogen as essential to achieve the government's clean energy superpower and growth missions;NA;llm;baseline;1;1;1;1;1;1;1;60
71;"The Labour government has appeared to share its predecessors' enthusiasm, describing hydrogen as ""essential to achieve the government's clean energy superpower and growth missions"".";actor-actor;Labour Party;support;Conservative Party;hydrogen;NA;llm;shortened;1;1;1;0;1;0;;60
71;"The Labour government has appeared to share its predecessors' enthusiasm, describing hydrogen as ""essential to achieve the government's clean energy superpower and growth missions"".";actor_issue;Labour government;support;NA;hydrogen;NA;llm;fewshot;1;1;1;1;1;1;;60
74;"The chancellor also scrapped what she described as a ""failed scheme"" to improve the energy efficiency of poorer households, which was also funded through bills.";actor_issue;UK Chancellor (Jeremy Hunt);opposition;NA;improve the energy efficiency of poorer households;NA;llm;baseline;1;0;0;1;1;0;1;61
74;"The chancellor also scrapped what she described as a ""failed scheme"" to improve the energy efficiency of poorer households, which was also funded through bills.";actor_issue;Labour Party;opposition;NA;energy efficiency of poorer households;NA;llm;shortened;1;0;1;1;1;0;1;61
74;"The chancellor also scrapped what she described as a ""failed scheme"" to improve the energy efficiency of poorer households, which was also funded through bills.";actor_issue;Labour Party;opposition;NA;energy efficiency scheme for poorer households;NA;llm;fewshot;1;0;1;1;1;0;1;61
92;The government is offering subsidies to selected hydrogen developers to help bridge the gap between their costs and the price customers are willing to pay;actor_issue;UK Government;support;NA;subsidies for renewable energy;NA;llm;baseline;1;1;1;1;1;1;;64
92;The government is offering subsidies to selected hydrogen developers to help bridge the gap between their costs and the price customers are willing to pay;actor-actor;UK Government;support;hydrogen developers;hydrogen financing;NA;llm;shortened;1;1;1;0;1;0;;64
92;The government is offering subsidies to selected hydrogen developers to help bridge the gap between their costs and the price customers are willing to pay;actor-actor;UK Government;support;hydrogen developers;hydrogen cost?price gap;NA;llm;fewshot;1;1;1;0;1;0;1;64
32;The move will mean restricting heat-pump subsidies so that only those receiving certain benefits will be allowed to claim them, sharply bringing down costs to the government.;actor_issue;UK Government;opposition;NA;heat-pump subsidies;NA;llm;baseline;1;1;1;1;1;1;;65
32;The move will mean restricting heat-pump subsidies so that only those receiving certain benefits will be allowed to claim them, sharply bringing down costs to the government.;actor_issue;Labour Party;opposition;NA;heat?pump subsidies;NA;llm;shortened;1;1;1;1;1;1;;65
32;The move will mean restricting heat-pump subsidies so that only those receiving certain benefits will be allowed to claim them, sharply bringing down costs to the government.;actor_issue;UK Government;opposition;NA;heat?pump subsidies;NA;llm;fewshot;1;1;1;1;1;1;;65
28;The rest of the savings will come from cutting levies that the government imposes on energy bills, including the energy company obligation (ECO).;actor_issue;UK Government;support;NA;cutting levies on energy bills;NA;llm;baseline;1;1;1;1;1;1;;66
28;The rest of the savings will come from cutting levies that the government imposes on energy bills, including the energy company obligation (ECO).;NA;NA;NA;NA;NA;NA;llm;shortened;0;;;;;;;66
28;The rest of the savings will come from cutting levies that the government imposes on energy bills, including the energy company obligation (ECO).;NA;NA;NA;NA;NA;NA;llm;fewshot;0;;;;;;;66
33;This is a disastrous sticking plaster ‘solution’ that would let down working families across the country who need the security of predictable and low bills.;actor-actor;E3G;opposition;Government;energy affordability;NA;llm;shortened;1;99;1;0;0;0;;67
33;This is a disastrous sticking plaster ‘solution’ that would let down working families across the country who need the security of predictable and low bills.;actor_issue;E3G;opposition;NA;government plan to cut clean?technology support schemes (proposed reduction of subsidies for clean tech);NA;llm;fewshot;1;1;1;1;0;0;1;67
6;This week, the government set out its long-awaited “warm homes plan” , a £15bn investment to help reduce bills and increase clean energy;actor_issue;UK Government;support;NA;reduce bills and increase clean energy;NA;llm;baseline;1;1;1;1;0;0;;68
6;This week, the government set out its long-awaited “warm homes plan” , a £15bn investment to help reduce bills and increase clean energy;actor_issue;Government;support;NA;warm homes plan;NA;llm;shortened;1;1;1;1;0;0;1;68
6;This week, the government set out its long-awaited “warm homes plan” , a £15bn investment to help reduce bills and increase clean energy;actor_issue;UK Government;support;NA;warm homes plan (investment to reduce household bills and increase clean energy);NA;llm;fewshot;1;1;1;1;0;0;1;68
62;Today that target looks dead in the water, amid slow progress and setbacks that culminated this month in BP scrapping Britain's biggest clean hydrogen project;actor_issue;BP;opposition;NA;UK clean hydrogen production target of 10?GW by 2030;NA;llm;fewshot;1;1;1;1;1;1;;69
79;"Unveiling Britain's revamped energy strategy in 2022, Boris Johnson declared: ""We're going to produce vastly more hydrogen, which is easy to store, ready to go whenever we need it, and is a low-carbon superfuel of the future.""";actor_issue;Conservative Party;support;NA;produce vastly more hydrogen;NA;llm;baseline;1;1;1;1;1;1;1;70
79;"Unveiling Britain's revamped energy strategy in 2022, Boris Johnson declared: ""We're going to produce vastly more hydrogen, which is easy to store, ready to go whenever we need it, and is a low-carbon superfuel of the future.""";actor_issue;Conservative Party;support;NA;hydrogen production;NA;llm;shortened;1;1;1;1;1;1;;70
79;"Unveiling Britain's revamped energy strategy in 2022, Boris Johnson declared: ""We're going to produce vastly more hydrogen, which is easy to store, ready to go whenever we need it, and is a low-carbon superfuel of the future.""";actor_issue;Conservative Party;support;NA;hydrogen production as a low?carbon energy source;NA;llm;fewshot;1;1;1;1;1;1;1;70
34;Some of the wording in the plan seems to deprioritise insulation,” said Christopher Hammond, the chief executive of UK100, a group of local government leaders for climate action;actor_issue;UK100;opposition;NA;deprioritise insulation;NA;llm;baseline;1;1;1;1;1;1;1;73
34;Some of the wording in the plan seems to deprioritise insulation,” said Christopher Hammond, the chief executive of UK100, a group of local government leaders for climate action;actor_issue;UK100;opposition;NA;home insulation;NA;llm;shortened;1;0;1;1;1;0;;73
34;Some of the wording in the plan seems to deprioritise insulation,” said Christopher Hammond, the chief executive of UK100, a group of local government leaders for climate action;actor_issue;UK100;support;NA;insulation (home insulation);NA;llm;fewshot;1;1;1;1;1;1;;73
47;However, while BP's was selected as a priority project to receive government support and store its emissions under the North Sea, H2NorthEast is still awaiting selection;actor-actor;UK Government;ambivalent;H2NorthEast (Kellas and SSE);awaiting selection for government support (blue hydrogen project with carbon capture and storage);NA;llm;baseline;0;0;0;0;0;0;0;74
7;"Labour's biggest green donor has described a government push for ""zerobill homes"" a ""silly concept"" and called for poorer households to be singled out for support.";actor_issue;Labour Party;support;NA;targeted support for poorer households;NA;llm;baseline;0;99;99;99;99;99;;75
7;"Labour's biggest green donor has described a government push for ""zerobill homes"" a ""silly concept"" and called for poorer households to be singled out for support.";actor_issue;Labour Party;support;NA;targeted support for poorer households;NA;llm;shortened;0;99;99;99;99;99;;75
7;"Labour's biggest green donor has described a government push for ""zerobill homes"" a ""silly concept"" and called for poorer households to be singled out for support.";actor_issue;Labour Party;support;NA;singling out poorer households for support;NA;llm;fewshot;0;99;99;99;99;99;;75
49;Reeves and the prime minister have identified high energy bills as being a major source of financial pressure for voters and are planning a relief package likely to cost about £3bn a year.;actor_issue;Labour Party and Conservative Party;support;NA;high energy bills;NA;llm;shortened;0;99;99;99;99;99;99;76
52;"Part of the answer could be in the pipelines Butterworth's company operates; it has been carrying out trials to prove that hydrogen can be safely blended in with natural gas, and the government has consulted on a ""minded-to"" position to allow up to 2 per cent of blending";actor_issue;National Gas;support;NA;hydrogen can be safely blended in with natural gas;NA;llm;baseline;0;99;99;99;99;0;;76
52;"Part of the answer could be in the pipelines Butterworth's company operates; it has been carrying out trials to prove that hydrogen can be safely blended in with natural gas, and the government has consulted on a ""minded-to"" position to allow up to 2 per cent of blending";actor_issue;National Gas;support;NA;hydrogen can be safely blended with natural gas;NA;llm;fewshot;0;99;99;99;99;0;;76
76;Reeves and the prime minister, Keir Starmer, have been looking for ways to bring energy bills down by an average of £170 a year, having promised before the election to cut them by £300;actor-actor;Labour Party;support;NA;energy bills;NA;llm;shortened;0;99;99;99;99;99;99;77
77;"Stern told The Times his message to the Tories, who have joined Reform UK in calling to scrap Britain's 2050 net zero target, was that renewables and green technology were ""your growth story"".";actor_issue;Conservative Party;opposition;NA;scrap Britain's 2050 net zero target;NA;llm;baseline;0;;;;;;;78
77;"Stern told The Times his message to the Tories, who have joined Reform UK in calling to scrap Britain's 2050 net zero target, was that renewables and green technology were ""your growth story"".";actor_issue;Conservative Party;opposition;NA;scrap Britain's 2050 net zero target;NA;llm;baseline;0;;;;;;;78
48;"What's worse is that Ed Miliband and his ministers are ignoring the core problem: that Britain has the highest electricity prices in the world and their plans to decarbonise at breakneck speed will send prices even higher whilst lining the pockets of wind developers.""";actor_issue;Labour Party;opposition;NA;decarbonise at breakneck speed;NA;llm;baseline;0;99;99;99;99;99;99;79
48;What's worse is that Ed Miliband and his ministers are ignoring the core problem: that Britain has the highest electricity prices in the world and their plans to decarbonise at breakneck speed will send prices even higher whilst lining the pockets of wind developers.;actor_issue;Labour Party;opposition;NA;high electricity prices;NA;llm;fewshot;0;99;99;99;99;99;99;79
48;"What's worse is that Ed Miliband and his ministers are ignoring the core problem: that Britain has the highest electricity prices in the world and their plans to decarbonise at breakneck speed will send prices even higher whilst lining the pockets of wind developers.""";actor-actor;Labour Party;support;wind developers;energy prices;NA;llm;shortened;0;99;99;99;99;99;99;80
48;What's worse is that Ed Miliband and his ministers are ignoring the core problem: that Britain has the highest electricity prices in the world and their plans to decarbonise at breakneck speed will send prices even higher whilst lining the pockets of wind developers.;actor-actor;Labour Party;support;wind developers;rapid decarbonisation;NA;llm;fewshot;0;99;99;99;99;99;99;80
57;When BP pulled the plug on H2Teesside, the most eye-catching reason it gave was it was up against a rival proposal to build a data centre on the same site, which had won planning consent;actor-actor;BP;opposition;data centre proposal;NA;NA;llm;baseline;;;;;;;;999
57;When BP pulled the plug on H2Teesside, the most eye-catching reason it gave was it was up against a rival proposal to build a data centre on the same site, which had won planning consent;actor_issue;BP;opposition;NA;data centre development on the Teesside hydrogen site;NA;llm;shortened;;;;;;;;999
57;When BP pulled the plug on H2Teesside, the most eye-catching reason it gave was it was up against a rival proposal to build a data centre on the same site, which had won planning consent;actor-actor;BP;opposition;data centre proposal;competition for use of the Teesside site (hydrogen project vs data centre);NA;llm;fewshot;;;;;;;;999
1;Energy industry experts, however, warn that by taking the support away ministers will slow the transition from gas boilers to more expensive but cleaner heat pumps.;actor-issue;Experts or scientists (unaffiliated);support;NA;support for heat pumps;phasing out fossil fuels in private homes;true;baseline;;;;;;;;
1;Energy industry experts, however, warn that by taking the support away ministers will slow the transition from gas boilers to more expensive but cleaner heat pumps.;actor-issue;Experts or scientists (unaffiliated);support;NA;support for heat pumps;phasing out fossil fuels in private homes;true;shortened;;;;;;;;
1;Energy industry experts, however, warn that by taking the support away ministers will slow the transition from gas boilers to more expensive but cleaner heat pumps.;actor-issue;Experts or scientists (unaffiliated);support;NA;support for heat pumps;phasing out fossil fuels in private homes;true;fewshot;;;;;;;;
2;Well-insulated homes are cheap to run – in the best, heating bills are minimal – and pleasant to live in, especially for older people, children and those with health problems, but installing insulation is easy to get wrong.;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
2;Well-insulated homes are cheap to run – in the best, heating bills are minimal – and pleasant to live in, especially for older people, children and those with health problems, but installing insulation is easy to get wrong.;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
2;Well-insulated homes are cheap to run – in the best, heating bills are minimal – and pleasant to live in, especially for older people, children and those with health problems, but installing insulation is easy to get wrong.;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
3;Related: Prospect of breaking 50-year income tax taboo shows scale of Reeves’s challenge;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
3;Related: Prospect of breaking 50-year income tax taboo shows scale of Reeves’s challenge;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
3;Related: Prospect of breaking 50-year income tax taboo shows scale of Reeves’s challenge;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
4;Even if everything is exploding around him, he has a plan and knows the direction we’re going in,” they added.;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
4;Even if everything is exploding around him, he has a plan and knows the direction we’re going in,” they added.;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
4;Even if everything is exploding around him, he has a plan and knows the direction we’re going in,” they added.;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
5;Miliband spoke as world leaders have been meeting in Belém, Brazil, before the crucial Cop30 conference begins on Monday, at which governments of every stripe will attempt to forge a pathway that limits global temperatures and avoids the ravages of climate breakdown.;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
5;Miliband spoke as world leaders have been meeting in Belém, Brazil, before the crucial Cop30 conference begins on Monday, at which governments of every stripe will attempt to forge a pathway that limits global temperatures and avoids the ravages of climate breakdown.;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
5;Miliband spoke as world leaders have been meeting in Belém, Brazil, before the crucial Cop30 conference begins on Monday, at which governments of every stripe will attempt to forge a pathway that limits global temperatures and avoids the ravages of climate breakdown.;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
6;This week, the government set out its long-awaited “warm homes plan” , a £15bn investment to help reduce bills and increase clean energy;actor-issue;Labour Party (UK);support;NA;support renewable energy development;NA;true;baseline;;;;;;;;
6;This week, the government set out its long-awaited “warm homes plan” , a £15bn investment to help reduce bills and increase clean energy;actor-issue;Labour Party (UK);support;NA;support renewable energy development;NA;true;shortened;;;;;;;;
6;This week, the government set out its long-awaited “warm homes plan” , a £15bn investment to help reduce bills and increase clean energy;actor-issue;Labour Party (UK);support;NA;support renewable energy development;NA;true;fewshot;;;;;;;;
7;"Labour's biggest green donor has described a government push for ""zerobill homes"" a ""silly concept"" and called for poorer households to be singled out for support.";actor-actor;Individual businesspeople;opposition;Labour;lowering energy costs;NA;true;baseline;;;;;;;;
7;"Labour's biggest green donor has described a government push for ""zerobill homes"" a ""silly concept"" and called for poorer households to be singled out for support.";actor-actor;Individual businesspeople;opposition;Labour;lowering energy costs;NA;true;shortened;;;;;;;;
7;"Labour's biggest green donor has described a government push for ""zerobill homes"" a ""silly concept"" and called for poorer households to be singled out for support.";actor-actor;Individual businesspeople;opposition;Labour;lowering energy costs;NA;true;fewshot;;;;;;;;
8;Among those measures, according to sources briefed on the budget preparations, is a plan to take energy efficiency levies off bills and fund them through the government’s existing warm homes plan.;actor-issue;Labour;support;NA;lowering environmental taxes and fees;lowering energy costs;true;baseline;;;;;;;;
8;Among those measures, according to sources briefed on the budget preparations, is a plan to take energy efficiency levies off bills and fund them through the government’s existing warm homes plan.;actor-issue;Labour;support;NA;lowering environmental taxes and fees;lowering energy costs;true;shortened;;;;;;;;
8;Among those measures, according to sources briefed on the budget preparations, is a plan to take energy efficiency levies off bills and fund them through the government’s existing warm homes plan.;actor-issue;Labour;support;NA;lowering environmental taxes and fees;lowering energy costs;true;fewshot;;;;;;;;
9;However, there have been concerns about the increased risk of fires from the appliances;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
9;However, there have been concerns about the increased risk of fires from the appliances;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
9;However, there have been concerns about the increased risk of fires from the appliances;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
10;Reeves is finalising a multibillion pound energy support package that is likely to cut taxes and green levies from people’s bills as she looks to save as much as £170 from the average bill.;actor-issue;Labour;support;NA;lowering environmental taxes and fees;lowering taxes (general);true;baseline;;;;;;;;
10;Reeves is finalising a multibillion pound energy support package that is likely to cut taxes and green levies from people’s bills as she looks to save as much as £170 from the average bill.;actor-issue;Labour;support;NA;lowering energy costs;NA;true;baseline;;;;;;;;
10;Reeves is finalising a multibillion pound energy support package that is likely to cut taxes and green levies from people’s bills as she looks to save as much as £170 from the average bill.;actor-issue;Labour;support;NA;lowering environmental taxes and fees;lowering taxes (general);true;shortened;;;;;;;;
10;Reeves is finalising a multibillion pound energy support package that is likely to cut taxes and green levies from people’s bills as she looks to save as much as £170 from the average bill.;actor-issue;Labour;support;NA;lowering energy costs;NA;true;shortened;;;;;;;;
10;Reeves is finalising a multibillion pound energy support package that is likely to cut taxes and green levies from people’s bills as she looks to save as much as £170 from the average bill.;actor-issue;Labour;support;NA;lowering environmental taxes and fees;lowering taxes (general);true;fewshot;;;;;;;;
10;Reeves is finalising a multibillion pound energy support package that is likely to cut taxes and green levies from people’s bills as she looks to save as much as £170 from the average bill.;actor-issue;Labour;support;NA;lowering energy costs;NA;true;fewshot;;;;;;;;
11;Miliband’s words also seemed aimed at some within his own party, who have sought in backroom briefings to play down the UK’s climate policies for fear of having them targeted by Reform;actor-actor;Labour;opposition;Labour;fighting climate change;opposing climate acts;true;baseline;;;;;;;;
11;Miliband’s words also seemed aimed at some within his own party, who have sought in backroom briefings to play down the UK’s climate policies for fear of having them targeted by Reform;actor-actor;Labour;opposition;Reform UK;fighting climate change;NA;true;baseline;;;;;;;;
11;Miliband’s words also seemed aimed at some within his own party, who have sought in backroom briefings to play down the UK’s climate policies for fear of having them targeted by Reform;actor-actor;Labour;opposition;Labour;fighting climate change;opposing climate acts;true;shortened;;;;;;;;
11;Miliband’s words also seemed aimed at some within his own party, who have sought in backroom briefings to play down the UK’s climate policies for fear of having them targeted by Reform;actor-actor;Labour;opposition;Reform UK;fighting climate change;NA;true;shortened;;;;;;;;
11;Miliband’s words also seemed aimed at some within his own party, who have sought in backroom briefings to play down the UK’s climate policies for fear of having them targeted by Reform;actor-actor;Labour;opposition;Labour;fighting climate change;opposing climate acts;true;fewshot;;;;;;;;
11;Miliband’s words also seemed aimed at some within his own party, who have sought in backroom briefings to play down the UK’s climate policies for fear of having them targeted by Reform;actor-actor;Labour;opposition;Reform UK;fighting climate change;NA;true;fewshot;;;;;;;;
12;It would leave Britain vulnerable to the whims of fossil fuel despots, put thousands of jobs at risk and blow a hole clean through the UK’s plans for climate action.”;actor-issue;E3G Thinktank;support;NA;fighting climate change;NA;true;baseline;;;;;;;;
12;It would leave Britain vulnerable to the whims of fossil fuel despots, put thousands of jobs at risk and blow a hole clean through the UK’s plans for climate action.”;actor-issue;E3G Thinktank;support;NA;promoting green jobs;preserving existing jobs;true;baseline;;;;;;;;
12;It would leave Britain vulnerable to the whims of fossil fuel despots, put thousands of jobs at risk and blow a hole clean through the UK’s plans for climate action.”;actor-issue;E3G Thinktank;support;NA;for energy independency;ensuring stable energy supply;true;baseline;;;;;;;;
12;It would leave Britain vulnerable to the whims of fossil fuel despots, put thousands of jobs at risk and blow a hole clean through the UK’s plans for climate action.”;actor-issue;E3G Thinktank;support;NA;fighting climate change;NA;true;shortened;;;;;;;;
12;It would leave Britain vulnerable to the whims of fossil fuel despots, put thousands of jobs at risk and blow a hole clean through the UK’s plans for climate action.”;actor-issue;E3G Thinktank;support;NA;promoting green jobs;preserving existing jobs;true;shortened;;;;;;;;
12;It would leave Britain vulnerable to the whims of fossil fuel despots, put thousands of jobs at risk and blow a hole clean through the UK’s plans for climate action.”;actor-issue;E3G Thinktank;support;NA;for energy independency;ensuring stable energy supply;true;shortened;;;;;;;;
12;It would leave Britain vulnerable to the whims of fossil fuel despots, put thousands of jobs at risk and blow a hole clean through the UK’s plans for climate action.”;actor-issue;E3G Thinktank;support;NA;fighting climate change;NA;true;fewshot;;;;;;;;
12;It would leave Britain vulnerable to the whims of fossil fuel despots, put thousands of jobs at risk and blow a hole clean through the UK’s plans for climate action.”;actor-issue;E3G Thinktank;support;NA;promoting green jobs;preserving existing jobs;true;fewshot;;;;;;;;
12;It would leave Britain vulnerable to the whims of fossil fuel despots, put thousands of jobs at risk and blow a hole clean through the UK’s plans for climate action.”;actor-issue;E3G Thinktank;support;NA;for energy independency;ensuring stable energy supply;true;fewshot;;;;;;;;
13;Rachel Reeves, the chancellor, is planning to announce a series of measures to bring down energy bills amid concerns the country’s stubbornly high cost of living is driving millions of voters to Reform UK.;actor-issue;Labour;support;NA;lowering energy costs;NA;true;baseline;;;;;;;;
13;Rachel Reeves, the chancellor, is planning to announce a series of measures to bring down energy bills amid concerns the country’s stubbornly high cost of living is driving millions of voters to Reform UK.;actor-actor;Labour;opposition;Reform UK;decrease cost of living;NA;true;baseline;;;;;;;;
13;Rachel Reeves, the chancellor, is planning to announce a series of measures to bring down energy bills amid concerns the country’s stubbornly high cost of living is driving millions of voters to Reform UK.;actor-issue;Labour;support;NA;lowering energy costs;NA;true;shortened;;;;;;;;
13;Rachel Reeves, the chancellor, is planning to announce a series of measures to bring down energy bills amid concerns the country’s stubbornly high cost of living is driving millions of voters to Reform UK.;actor-actor;Labour;opposition;Reform UK;decrease cost of living;NA;true;shortened;;;;;;;;
13;Rachel Reeves, the chancellor, is planning to announce a series of measures to bring down energy bills amid concerns the country’s stubbornly high cost of living is driving millions of voters to Reform UK.;actor-issue;Labour;support;NA;lowering energy costs;NA;true;fewshot;;;;;;;;
13;Rachel Reeves, the chancellor, is planning to announce a series of measures to bring down energy bills amid concerns the country’s stubbornly high cost of living is driving millions of voters to Reform UK.;actor-actor;Labour;opposition;Reform UK;decrease cost of living;NA;true;fewshot;;;;;;;;
14;Another piece of the jigsaw is pure hydrogen pipelines, ensuring that production plants aren't reliant on customers next door and can supply a network of businesses;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
14;Another piece of the jigsaw is pure hydrogen pipelines, ensuring that production plants aren't reliant on customers next door and can supply a network of businesses;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
14;Another piece of the jigsaw is pure hydrogen pipelines, ensuring that production plants aren't reliant on customers next door and can supply a network of businesses;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
15;"The projects falling away right now aren't really that big a concern.""";NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
15;"The projects falling away right now aren't really that big a concern.""";NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
15;"The projects falling away right now aren't really that big a concern.""";NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
16;"These are the people that can least afford solar panels, probably.""";NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
16;"These are the people that can least afford solar panels, probably.""";NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
16;"These are the people that can least afford solar panels, probably.""";NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
17;Hydrogen is seen as a superfuel because it doesn't give off harmful emissions when burnt;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
17;Hydrogen is seen as a superfuel because it doesn't give off harmful emissions when burnt;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
17;Hydrogen is seen as a superfuel because it doesn't give off harmful emissions when burnt;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
18;He said the world should not give up on limiting global heating to the crucial 1.5C threshold, as we could be on the verge of a rapid global shift to clean energy that will defy predictions of doom.;actor-issue;Labour;support;NA;fighting climate change;NA;true;baseline;;;;;;;;
18;He said the world should not give up on limiting global heating to the crucial 1.5C threshold, as we could be on the verge of a rapid global shift to clean energy that will defy predictions of doom.;actor-issue;Labour;support;NA;fighting climate change;NA;true;shortened;;;;;;;;
18;He said the world should not give up on limiting global heating to the crucial 1.5C threshold, as we could be on the verge of a rapid global shift to clean energy that will defy predictions of doom.;actor-issue;Labour;support;NA;fighting climate change;NA;true;fewshot;;;;;;;;
